geo,year,income_group,population
are,1997,59,0.0
are,1997,60,0.0
are,1997,61,1.0
are,1997,62,1.0
are,1997,63,0.0
are,1997,64,0.0
are,1997,65,1.0
are,1997,66,1.0
are,1998,58,0.0
are,1998,59,0.0
are,1998,60,0.0
are,1998,61,1.0
are,1998,62,1.0
are,1998,63,0.0
are,1998,64,0.0
are,1998,65,1.0
are,1998,66,1.0
are,1999,58,0.0
are,1999,59,0.0
are,1999,60,0.0
are,1999,61,1.0
are,1999,62,1.0
are,1999,63,0.0
are,1999,64,0.0
are,1999,65,1.0
are,1999,66,1.0
are,2000,58,0.0
are,2000,59,0.0
are,2000,60,0.0
are,2000,61,1.0
are,2000,62,1.0
are,2000,63,0.0
are,2000,64,0.0
are,2000,65,1.0
are,2000,66,1.0
are,2001,58,0.0
are,2001,59,0.0
are,2001,60,0.0
are,2001,61,1.0
are,2001,62,1.0
are,2001,63,0.0
are,2001,64,0.0
are,2001,65,1.0
are,2001,66,1.0
are,2002,58,0.0
are,2002,59,0.0
are,2002,60,0.0
are,2002,61,1.0
are,2002,62,1.0
are,2002,63,0.0
are,2002,64,0.0
are,2002,65,1.0
are,2002,66,1.0
are,2003,58,0.0
are,2003,59,0.0
are,2003,60,0.0
are,2003,61,1.0
are,2003,62,1.0
are,2003,63,0.0
are,2003,64,0.0
are,2003,65,1.0
are,2003,66,1.0
are,2004,58,0.0
are,2004,59,0.0
are,2004,60,0.0
are,2004,61,1.0
are,2004,62,1.0
are,2004,63,1.0
are,2004,64,0.0
are,2004,65,1.0
are,2004,66,1.0
are,2005,58,0.0
are,2005,59,0.0
are,2005,60,0.0
are,2005,61,1.0
are,2005,62,1.0
are,2005,63,1.0
are,2005,64,0.0
are,2005,65,1.0
are,2005,66,1.0
are,2006,58,1.0
are,2006,59,1.0
are,2006,60,0.0
are,2006,61,0.0
are,2006,62,1.0
are,2006,63,0.0
are,2006,64,0.0
are,2006,65,1.0
are,2006,66,0.0
are,2007,58,0.0
are,2007,59,0.0
are,2007,60,0.0
are,2007,61,1.0
are,2007,62,2.0
are,2007,63,0.0
are,2007,64,0.0
are,2007,65,0.0
are,2007,66,1.0
are,2008,58,0.0
are,2008,59,0.0
are,2008,60,1.0
are,2008,61,0.0
are,2008,62,3.0
are,2008,63,0.0
are,2008,64,0.0
are,2008,65,0.0
are,2008,66,1.0
are,2009,58,0.0
are,2009,59,0.0
are,2009,60,1.0
are,2009,61,0.0
are,2009,62,3.0
are,2009,63,0.0
are,2009,64,0.0
are,2009,65,1.0
are,2009,66,0.0
are,2010,58,1.0
are,2010,59,0.0
are,2010,60,0.0
are,2010,61,2.0
are,2010,62,2.0
are,2010,63,1.0
are,2010,64,0.0
are,2010,65,0.0
are,2010,66,0.0
are,2011,58,1.0
are,2011,59,1.0
are,2011,60,1.0
are,2011,61,1.0
are,2011,62,1.0
are,2011,63,1.0
are,2011,64,0.0
are,2011,65,0.0
are,2011,66,0.0
are,2012,58,1.0
are,2012,59,1.0
are,2012,60,1.0
are,2012,61,0.0
are,2012,62,2.0
are,2012,63,1.0
are,2012,64,0.0
are,2012,65,0.0
are,2012,66,0.0
are,2013,58,0.0
are,2013,59,2.0
are,2013,60,0.0
are,2013,61,0.0
are,2013,62,3.0
are,2013,63,1.0
are,2013,64,0.0
are,2013,65,0.0
are,2013,66,0.0
are,2014,58,0.0
are,2014,59,0.0
are,2014,60,1.0
are,2014,61,2.0
are,2014,62,1.0
are,2014,63,2.0
are,2014,64,0.0
are,2014,65,0.0
are,2014,66,0.0
are,2015,58,0.0
are,2015,59,0.0
are,2015,60,1.0
are,2015,61,1.0
are,2015,62,3.0
are,2015,63,0.0
are,2015,64,2.0
are,2015,65,0.0
are,2015,66,0.0
are,2016,58,0.0
are,2016,59,0.0
are,2016,60,1.0
are,2016,61,0.0
are,2016,62,2.0
are,2016,63,2.0
are,2016,64,1.0
are,2016,65,0.0
are,2016,66,0.0
are,2017,58,0.0
are,2017,59,0.0
are,2017,60,1.0
are,2017,61,0.0
are,2017,62,1.0
are,2017,63,1.0
are,2017,64,1.0
are,2017,65,0.0
are,2017,66,1.0
are,2018,58,0.0
are,2018,59,1.0
are,2018,60,1.0
are,2018,61,1.0
are,2018,62,1.0
are,2018,63,2.0
are,2018,64,1.0
are,2018,65,0.0
are,2018,66,0.0
are,2019,58,1.0
are,2019,59,1.0
are,2019,60,2.0
are,2019,61,1.0
are,2019,62,0.0
are,2019,63,2.0
are,2019,64,1.0
are,2019,65,0.0
are,2019,66,0.0
are,2020,58,1.0
are,2020,59,0.0
are,2020,60,1.0
are,2020,61,0.0
are,2020,62,2.0
are,2020,63,2.0
are,2020,64,1.0
are,2020,65,0.0
are,2020,66,0.0
are,2021,58,0.0
are,2021,59,0.0
are,2021,60,2.0
are,2021,61,1.0
are,2021,62,1.0
are,2021,63,2.0
are,2021,64,1.0
are,2021,65,0.0
are,2021,66,0.0
are,2022,58,0.0
are,2022,59,0.0
are,2022,60,1.0
are,2022,61,1.0
are,2022,62,2.0
are,2022,63,2.0
are,2022,64,1.0
are,2022,65,0.0
are,2022,66,0.0
are,2023,58,0.0
are,2023,59,1.0
are,2023,60,2.0
are,2023,61,1.0
are,2023,62,2.0
are,2023,63,2.0
are,2023,64,1.0
are,2023,65,0.0
are,2023,66,0.0
are,2024,58,0.0
are,2024,59,1.0
are,2024,60,2.0
are,2024,61,1.0
are,2024,62,2.0
are,2024,63,2.0
are,2024,64,1.0
are,2024,65,0.0
are,2024,66,0.0
are,2025,58,0.0
are,2025,59,1.0
are,2025,60,2.0
are,2025,61,1.0
are,2025,62,2.0
are,2025,63,2.0
are,2025,64,2.0
are,2025,65,0.0
are,2025,66,0.0
are,2026,58,0.0
are,2026,59,1.0
are,2026,60,2.0
are,2026,61,1.0
are,2026,62,2.0
are,2026,63,2.0
are,2026,64,2.0
are,2026,65,0.0
are,2026,66,0.0
are,2027,58,0.0
are,2027,59,1.0
are,2027,60,2.0
are,2027,61,1.0
are,2027,62,2.0
are,2027,63,2.0
are,2027,64,2.0
are,2027,65,0.0
are,2027,66,0.0
are,2028,58,0.0
are,2028,59,1.0
are,2028,60,2.0
are,2028,61,1.0
are,2028,62,2.0
are,2028,63,2.0
are,2028,64,2.0
are,2028,65,0.0
are,2028,66,0.0
are,2029,58,0.0
are,2029,59,1.0
are,2029,60,2.0
are,2029,61,1.0
are,2029,62,2.0
are,2029,63,2.0
are,2029,64,2.0
are,2029,65,0.0
are,2029,66,0.0
are,2030,58,0.0
are,2030,59,1.0
are,2030,60,2.0
are,2030,61,1.0
are,2030,62,2.0
are,2030,63,3.0
are,2030,64,2.0
are,2030,65,0.0
are,2030,66,0.0
are,2031,58,0.0
are,2031,59,1.0
are,2031,60,2.0
are,2031,61,1.0
are,2031,62,2.0
are,2031,63,3.0
are,2031,64,2.0
are,2031,65,0.0
are,2031,66,0.0
are,2032,58,0.0
are,2032,59,1.0
are,2032,60,2.0
are,2032,61,1.0
are,2032,62,2.0
are,2032,63,3.0
are,2032,64,2.0
are,2032,65,0.0
are,2032,66,0.0
are,2033,58,0.0
are,2033,59,1.0
are,2033,60,2.0
are,2033,61,1.0
are,2033,62,2.0
are,2033,63,3.0
are,2033,64,2.0
are,2033,65,0.0
are,2033,66,0.0
are,2034,58,0.0
are,2034,59,1.0
are,2034,60,2.0
are,2034,61,1.0
are,2034,62,2.0
are,2034,63,3.0
are,2034,64,2.0
are,2034,65,0.0
are,2034,66,0.0
are,2035,58,0.0
are,2035,59,1.0
are,2035,60,3.0
are,2035,61,1.0
are,2035,62,2.0
are,2035,63,3.0
are,2035,64,2.0
are,2035,65,0.0
are,2035,66,0.0
are,2036,58,0.0
are,2036,59,1.0
are,2036,60,3.0
are,2036,61,1.0
are,2036,62,2.0
are,2036,63,3.0
are,2036,64,3.0
are,2036,65,0.0
are,2036,66,0.0
are,2037,58,0.0
are,2037,59,1.0
are,2037,60,3.0
are,2037,61,1.0
are,2037,62,2.0
are,2037,63,3.0
are,2037,64,3.0
are,2037,65,0.0
are,2037,66,0.0
are,2038,58,0.0
are,2038,59,1.0
are,2038,60,3.0
are,2038,61,1.0
are,2038,62,2.0
are,2038,63,3.0
are,2038,64,3.0
are,2038,65,0.0
are,2038,66,0.0
are,2039,58,0.0
are,2039,59,1.0
are,2039,60,3.0
are,2039,61,0.0
are,2039,62,2.0
are,2039,63,3.0
are,2039,64,3.0
are,2039,65,0.0
are,2039,66,0.0
are,2040,58,0.0
are,2040,59,1.0
are,2040,60,3.0
are,2040,61,0.0
are,2040,62,2.0
are,2040,63,3.0
are,2040,64,3.0
are,2040,65,0.0
are,2040,66,0.0
are,2041,58,0.0
are,2041,59,1.0
are,2041,60,3.0
are,2041,61,0.0
are,2041,62,2.0
are,2041,63,4.0
are,2041,64,3.0
are,2041,65,0.0
are,2041,66,0.0
are,2042,58,0.0
are,2042,59,1.0
are,2042,60,3.0
are,2042,61,0.0
are,2042,62,2.0
are,2042,63,4.0
are,2042,64,3.0
are,2042,65,0.0
are,2042,66,0.0
are,2043,58,0.0
are,2043,59,1.0
are,2043,60,3.0
are,2043,61,0.0
are,2043,62,2.0
are,2043,63,4.0
are,2043,64,3.0
are,2043,65,0.0
are,2043,66,0.0
are,2044,58,0.0
are,2044,59,1.0
are,2044,60,3.0
are,2044,61,0.0
are,2044,62,2.0
are,2044,63,4.0
are,2044,64,3.0
are,2044,65,0.0
are,2044,66,0.0
are,2045,58,0.0
are,2045,59,1.0
are,2045,60,3.0
are,2045,61,0.0
are,2045,62,2.0
are,2045,63,4.0
are,2045,64,3.0
are,2045,65,0.0
are,2045,66,0.0
are,2046,58,0.0
are,2046,59,1.0
are,2046,60,4.0
are,2046,61,0.0
are,2046,62,2.0
are,2046,63,4.0
are,2046,64,3.0
are,2046,65,0.0
are,2046,66,0.0
are,2047,58,0.0
are,2047,59,1.0
are,2047,60,4.0
are,2047,61,0.0
are,2047,62,2.0
are,2047,63,4.0
are,2047,64,4.0
are,2047,65,0.0
are,2047,66,0.0
are,2048,58,0.0
are,2048,59,1.0
are,2048,60,4.0
are,2048,61,0.0
are,2048,62,2.0
are,2048,63,4.0
are,2048,64,4.0
are,2048,65,0.0
are,2048,66,0.0
are,2049,58,0.0
are,2049,59,1.0
are,2049,60,4.0
are,2049,61,0.0
are,2049,62,2.0
are,2049,63,4.0
are,2049,64,4.0
are,2049,65,0.0
are,2049,66,0.0
are,2050,58,0.0
are,2050,59,1.0
are,2050,60,4.0
are,2050,61,0.0
are,2050,62,2.0
are,2050,63,4.0
are,2050,64,4.0
are,2050,65,0.0
are,2050,66,0.0
are,2051,58,0.0
are,2051,59,1.0
are,2051,60,4.0
are,2051,61,0.0
are,2051,62,2.0
are,2051,63,5.0
are,2051,64,4.0
are,2051,65,0.0
are,2051,66,0.0
are,2052,58,0.0
are,2052,59,1.0
are,2052,60,4.0
are,2052,61,0.0
are,2052,62,2.0
are,2052,63,5.0
are,2052,64,4.0
are,2052,65,0.0
are,2052,66,0.0
are,2053,58,0.0
are,2053,59,1.0
are,2053,60,4.0
are,2053,61,0.0
are,2053,62,2.0
are,2053,63,5.0
are,2053,64,4.0
are,2053,65,0.0
are,2053,66,0.0
are,2054,58,0.0
are,2054,59,1.0
are,2054,60,4.0
are,2054,61,0.0
are,2054,62,2.0
are,2054,63,5.0
are,2054,64,4.0
are,2054,65,0.0
are,2054,66,0.0
are,2055,58,0.0
are,2055,59,1.0
are,2055,60,4.0
are,2055,61,0.0
are,2055,62,2.0
are,2055,63,5.0
are,2055,64,4.0
are,2055,65,0.0
are,2055,66,0.0
are,2056,58,0.0
are,2056,59,1.0
are,2056,60,4.0
are,2056,61,0.0
are,2056,62,2.0
are,2056,63,5.0
are,2056,64,4.0
are,2056,65,0.0
are,2056,66,0.0
are,2057,58,0.0
are,2057,59,1.0
are,2057,60,4.0
are,2057,61,0.0
are,2057,62,2.0
are,2057,63,5.0
are,2057,64,5.0
are,2057,65,0.0
are,2057,66,0.0
are,2058,58,0.0
are,2058,59,1.0
are,2058,60,5.0
are,2058,61,0.0
are,2058,62,2.0
are,2058,63,5.0
are,2058,64,5.0
are,2058,65,0.0
are,2058,66,0.0
are,2059,58,0.0
are,2059,59,1.0
are,2059,60,5.0
are,2059,61,0.0
are,2059,62,2.0
are,2059,63,5.0
are,2059,64,5.0
are,2059,65,0.0
are,2059,66,0.0
are,2060,58,0.0
are,2060,59,1.0
are,2060,60,5.0
are,2060,61,0.0
are,2060,62,2.0
are,2060,63,5.0
are,2060,64,5.0
are,2060,65,0.0
are,2060,66,0.0
are,2061,58,0.0
are,2061,59,1.0
are,2061,60,5.0
are,2061,61,0.0
are,2061,62,2.0
are,2061,63,6.0
are,2061,64,5.0
are,2061,65,0.0
are,2061,66,0.0
are,2062,58,0.0
are,2062,59,1.0
are,2062,60,5.0
are,2062,61,0.0
are,2062,62,3.0
are,2062,63,6.0
are,2062,64,5.0
are,2062,65,0.0
are,2062,66,0.0
are,2063,58,0.0
are,2063,59,1.0
are,2063,60,5.0
are,2063,61,0.0
are,2063,62,3.0
are,2063,63,6.0
are,2063,64,5.0
are,2063,65,0.0
are,2063,66,0.0
are,2064,58,0.0
are,2064,59,1.0
are,2064,60,5.0
are,2064,61,0.0
are,2064,62,3.0
are,2064,63,6.0
are,2064,64,5.0
are,2064,65,0.0
are,2064,66,0.0
are,2065,58,0.0
are,2065,59,1.0
are,2065,60,5.0
are,2065,61,0.0
are,2065,62,3.0
are,2065,63,6.0
are,2065,64,5.0
are,2065,65,0.0
are,2065,66,0.0
are,2066,58,0.0
are,2066,59,1.0
are,2066,60,5.0
are,2066,61,0.0
are,2066,62,3.0
are,2066,63,6.0
are,2066,64,5.0
are,2066,65,0.0
are,2066,66,0.0
are,2067,58,0.0
are,2067,59,1.0
are,2067,60,5.0
are,2067,61,0.0
are,2067,62,3.0
are,2067,63,6.0
are,2067,64,5.0
are,2068,58,0.0
are,2068,59,1.0
are,2068,60,5.0
are,2068,61,0.0
are,2068,62,3.0
are,2068,63,6.0
are,2069,58,0.0
are,2069,59,1.0
are,2069,60,5.0
are,2069,61,0.0
are,2069,62,3.0
are,2070,60,6.0
are,2070,61,0.0
are,2070,62,3.0
arg,1947,64,1.0
arg,1948,59,0.0
arg,1948,60,1.0
arg,1948,61,0.0
arg,1948,62,2.0
arg,1948,63,1.0
